Target -4,,Target 0,,Target 4,,Target 8,,Target 12,
X,Y,X,Y,X,Y,X,Y,X,Y
15.184381778741795,1.378235910233009,12.966730475937027,-1.198938992042443,11.74121725599673,-1.970309434048616,14.702702702702766,-0.15871048426318346,21.903394444044068,-1.4038573479762508
11.27982646420827,1.062643444616782,15.591780908151861,-0.9761273209549088,15.329256362877118,-2.960349650749702,11.243243243243228,-0.49697491836309204,12.348170282121941,-1.789680845755977
22.77657266811275,0.9857313743782896,21.204707578996135,-0.9549071618037104,17.488258210671404,-3.0975326510414547,16.648648648648702,-0.5603390537066648,16.009269166163108,-1.92451616837507
25.379609544468508,0.3729073540942949,24.399749341162135,-1.2095490716180421,22.94697459425754,-2.8773419220493963,23.783783783783804,-0.44942958382547005,15.735407438616733,-2.457737148179154
14.750542299349263,-0.05700582077506766,34.80037427141548,-0.933687002652519,24.22612884218239,-3.109122841141165,23.351351351351354,-0.6858000416869334,18.502852264348576,-2.8588725101589407
20.607375271149692,-0.03744297987053358,40.608448576309286,-1.03978779840849,17.389861730061853,-4.002780272649787,23.135135135135158,-1.0456305148336025,14.814034581972749,-2.980436072135401
16.26898047722341,-0.3318127965475952,46.86690759673684,-1.0291777188328908,32.71682980269219,-4.994674004450719,33.081081081081095,-0.9972847912179521,13.891552973395449,-3.5133909514754738
18.438177874186522,-0.5540210280507551,67.43695615473314,-0.5729442970822305,36.953599194521814,-4.016395599617859,39.1351351351351,-1.0300006947821903,39.8019769046972,-3.841969586934468
15.61822125813444,-0.6166015144317427,62.62350527499507,-0.9867374005305081,40.64575550762862,-4.048557519035718,42.37837837837833,-0.9178906412839591,24.446871379231936,-1.876695697488124
14.533622559652997,-1.2284525437989018,68.65934719968868,-1.0185676392572987,31.467423327974927,-2.4892135718494472,43.67567567567568,-1.1856430209129467,29.41851504853554,-1.888991756429376
28.416485900216912,-0.524991557872923,64.09769971872413,-1.209549071618035,40.81165655051694,-2.5222679244635415,27.675675675675734,-2.034177725283124,26.368338479790168,-2.10312501732425
38.82863340563995,-1.5831477973202723,78.36121769834523,-1.0610079575596814,36.19846341309926,-2.963644788704997,28.108108108108127,-2.2605322031543142,34.38461495817228,-1.95256759228974
47.72234273318867,-2.6303493037391448,88.72407211878254,-1.0185676392572987,46.42140009038752,-2.912627357654049,46.91891891891896,-0.034972556103662455,50.60565574361215,-1.9079403269709463
57.48373101952279,-2.5590462399624556,73.10424946849457,-1.5490716180371393,63.914234881552375,-1.9785472789368619,66.37837837837839,0.031003960258457752,56.876756678844515,-1.900256676072579
35.791757049891544,0.021875125201042067,14.327613390218005,-2.1220159151193627,66.85354370348335,-2.9369061171719046,67.67567567567568,0.5241770305009368,45.80032486431645,-2.357250960456364
25.162689804772185,0.014125538722176145,21.435336601054644,-2.196286472148543,61.62365634457069,-3.0518698191678624,73.51351351351349,0.028802890293890826,58.72061114406563,-2.8446028727762602
39.913232104121505,-0.08475323233305687,25.993550399308674,-2.026525198938991,64.862731188824,-3.2523812520380098,65.51351351351354,-0.7502202459528977,62.44269138444304,-2.4153606492851356
44.68546637744038,-0.3076482809539911,37.563344292503984,-2.525198938992048,68.55831993730084,-3.252964766050926,62.27027027027026,-1.0268547210449537,56.95547806611478,-1.1720838438212038
48.806941431670225,-0.11876212661474028,33.604308127240756,-2.9920424403183006,72.44383677625666,-3.506209847657079,67.67567567567568,-0.977108316542763,58.06422999950104,-0.9161284599990029
67.2451193058568,-0.6407774769773127,43.31132914996323,-3.0026525198938927,56.30452566603549,-3.9878720616923076,92.10810810810807,-0.9229486555964694,72.33830238991476,-0.8809588486719937
68.1127982646421,-0.5882359674677602,29.30934333679562,-4.201591511936336,60.87424128876506,-3.9464883325801026,99.67567567567573,-1.0383936635864668,77.30551105148487,-0.9342787291485344
71.36659436008671,0.28689495704531964,46.49149162038344,-2.0159151193633917,77.17258857113438,-4.001693334782583,97.7297297297298,-0.5236545542972255,67.95984100497276,-1.381726659385862
65.07592190889369,0.8373674299875873,54.751787661061144,-1.6339522546419047,66.63501198492014,-4.947397927953183,123.45945945945942,0.4452720072257339,69.02202535715674,-1.5565214016841944
81.34490238611716,0.3581407860621937,54.91774899207098,-1.9416445623342184,85.81889326842219,-2.4556901197347862,126.48648648648651,0.40320711456958236,74.6145701091566,-3.825482445685015
85.46637744034706,-0.07566435247454706,57.90562523070048,-2.143236074270561,74.66805489608299,-3.043403145254942,134.27027027027026,0.853248106718544,79.86118425794001,-3.294301569438364
68.54663774403468,-0.15563275888711559,67.75113812274844,-2.631299734748012,84.23310812743483,-3.0449134168177885,125.62162162162161,0.03329396234280679,91.62836852696756,-0.44784708093334835
61.38828633405643,-0.9769630091747317,76.43434941727537,-2.302387267904514,87.93785003689868,-2.9612878497508603,135.1351351351351,-0.0313374557076358,97.02244668289137,-0.5526241386383424
65.07592190889369,-1.1256932560282422,83.73893710351695,-2.4933687002652576,94.35078345337325,-1.9623004181850447,124.97297297297297,-2.77370388383242,125.02508551249281,0.47178503517515313
75.05422993492408,-1.1072178755601811,88.49058169446516,-2.46153846153846,99.88615756022494,-3.0368586351492795,185.29729729729735,-0.49925380393246677,119.35049311742227,-0.018194619226869158
85.03253796095441,-0.7193493552504293,101.72342258046979,-2.0159151193633917,125.54590024198671,-2.9672259629411357,144.86486486486484,-0.1474494545959839,128.64737807886542,-0.02200872587771663
129.2841648590021,-1.712555589260468,125.09478394982239,-1.58090185676393,135.54458447509472,-2.9793310183463646,156.97297297297303,-0.027791287431389478,133.24204609081778,0.47867038468148504
145.55314533622555,-2.1390117846370345,121.36179856300367,-1.9840848806366012,123.26333072086868,-1.9668655572272797,192.64864864864865,-0.007948308205378396,113.30336007273411,-1.95417528259315
125.59652928416489,-0.17068550071829236,126.09112421633341,-2.090185676392565,130.00806622311973,-1.9152989365171038,186.59459459459458,0.9296519141249213,123.57262047975689,-0.9635165176319278
123.64425162689804,0.8746844933865319,133.43863293645677,-2.0159151193633917,185.6547084432189,-1.9661905116044913,187.67567567567573,1.916464948238728,120.70871423582042,-3.4546492740446713
128.4164859002169,0.8734253286706135,121.93407901476195,-1.1140583554376633,185.18560894263823,-2.28190591694651,198.4864864864865,0.9465490168832087,132.0179839563595,-2.843904359058227
133.62255965292837,0.9564844121131699,125.84332678072212,-0.9549071618037104,193.88340017047756,-2.262226620824581,,,157.56695475737735,-0.5159244496432596
178.52494577006502,-0.12132624385441204,125.37062312756984,-1.209549071618035,195.66941070805416,-1.830929675119993,,,184.39764279338954,-0.3320601165298296
191.75704989154008,-0.12481756420308443,129.36227927858323,-0.5411140583554328,193.8593731228869,-0.4832754586591754,,,180.6999550955466,-0.535671321576868
189.15401301518426,-1.2323101666103895,186.44668206101073,-1.092838196286472,197.01378122801083,0.5372791084821209,,,182.17016015921678,-0.9362744826286296
,,183.08167300467267,-1.8885941644562365,124.78847617031744,0.06447257770175696,,,186.71604308610006,-0.8868574089576073
,,187.36919814924494,-2.0583554376657816,-88.03395822726151,0.09807611997505461,,,199.73500828792066,-0.46142929211732664
,,174.20503091745138,-2.07957559681698,-69.73106868875252,0.4846598742584476,,,184.4652766613262,-1.7064468381166726
,,,,-65.36958747847575,0.6102870088041925,,,182.27770909675525,-1.9414468103978768
